companyEmail,companyName,id,instrumentType,regulatoryBody,sectorName,securityName,status,symbol,website,fetched_at,date,source_endpoint
bishwapoudel@nbbl.com.np,Nepal Bangladesh Bank Limited,2854,Non-Convertible Debentures,Nepal Rastra Bank,Commercial Banks,10.25% NBBL Debenture 2085,A,NBBD2085,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
reporting@tinaumissionbank.com,Tinau Mission Development Bank Ltd,2855,Equity,Nepal Rastra Bank,Development Banks,Tinau Mission Development Bank Limited,D,TMDBL,www.tinaumissionbank.com,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
laxman.ghimire@sbl.com.np,Siddhartha Bank Limited,2859,Mutual Funds,Nepal Rastra Bank,Commercial Banks,Siddhartha Investment Growth Scheme - 2,A,SIGS2,www.siddharthabank.com,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@skdbl.com.np,Saptakoshi Development bank Ltd,2860,Equity,Nepal Rastra Bank,Development Banks,Saptakoshi Development Bank Ltd,A,SAPDBL,www.skdbl.com.np,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@cbilcapital.com,CBIL Capital Limited,2862,Mutual Funds,Nepal Rastra Bank,Mutual Fund,CITIZENS MUTUAL FUND 2,A,CMF2,www.cbilcapital.com,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@nicasiacapital.com,NIC ASIA Capital Ltd,2863,Mutual Funds,Nepal Rastra Bank,Mutual Fund,NIC Asia Balanced Fund,A,NICBF,www.nicasiacapital.com,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
laxman.ghimire@sbl.com.np,Siddhartha Bank Limited,2864,Non-Convertible Debentures,Nepal Rastra Bank,Commercial Banks,10.25% SBL Debenture 2083,A,SBLD83,www.siddharthabank.com,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
machbank@mbl.com.np,Machhapuchhre Bank Limited,2866,Non-Convertible Debentures,Nepal Rastra Bank,Commercial Banks,10.25% Machhapuchhre Bank Debenture 2085,A,MBLD2085,http://www.machbank.com,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
mutualfunds@nmbcl.com.np,NMB Capital Ltd.,2867,Mutual Funds,Nepal Rastra Bank,Mutual Fund,NMB 50,A,NMB50,www.nmbcl.com.np,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
nica.nots@nicasiabank.com,NIC Asia Bank Ltd.,2868,Non-Convertible Debentures,Nepal Rastra Bank,Commercial Banks,10.25% NIC Asia Debenture 2083/84,A,NICD83/84,www.nicasiabank.com,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
nica.nots@nicasiabank.com,NIC Asia Bank Ltd.,2869,Non-Convertible Debentures,Nepal Rastra Bank,Commercial Banks,11% NIC Asia Debenture 082/83,A,NICAD8283,www.nicasiabank.com,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
deepak.gautam@bok.com.np,Bank of Kathmandu Ltd.,2870,Non-Convertible Debentures,Nepal Rastra Bank,Commercial Banks,8% BOK Debenture 2079,D,BOKD2079,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
sharedept@ebl.com.np,Everest Bank Limited,2871,Non-Convertible Debentures,Nepal Rastra Bank,Commercial Banks,8% EBL Debenture 2078,D,EBLD2078,www.everestbankltd.com,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
laxman.ghimire@sbl.com.np,Siddhartha Bank Limited,2872,Non-Convertible Debentures,Nepal Rastra Bank,Commercial Banks,10.50% SBL Debenture 2082,A,SBLD2082,www.siddharthabank.com,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
legal@himalayanbank.com,Himalayan Bank Limited,2873,Non-Convertible Debentures,Nepal Rastra Bank,Commercial Banks,10% Himalayan Bank Debenture 2083,A,HBLD83,https://www.himalayanbank.com,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
amit.bhandari@prabhubank.com,Prabhu  Bank Limited,2875,Non-Convertible Debentures,Nepal Rastra Bank,Commercial Banks,10.25% Prabhu Bank  Debenture 2086,A,PBLD86,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
piyush.aryal@laxmisunrise.com,Laxmi Sunrise Bank Limited,2877,Mutual Funds,Nepal Rastra Bank,Commercial Banks,Sunrise First Mutual Fund,A,SFMF,www.laxmisunrise.com,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@sunrisebank.com.np,Sunrise Bank Limited,2878,Non-Convertible Debentures,Nepal Rastra Bank,Commercial Banks,10.25% Sunrise Bank Debenture 2083,A,SRBLD83,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
piyush.aryal@laxmisunrise.com,Laxmi Sunrise Bank Limited,2879,Non-Convertible Debentures,Nepal Rastra Bank,Commercial Banks,10% Laxmi Bank Debenture 2086,A,LBLD86,www.laxmisunrise.com,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
hydrohimaldolakha@gmail.com,Himal Dolakha Hydropower Com. Ltd.,2880,Equity,Nepal Hydropower Board,Hydro Power,Himal Dolakha Hydropower Company Limited,A,HDHPC,www.himaldolakhahydro.com,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
nepalre@ntc.net.np,Nepal Reinsurance Company Limited,2881,Equity,N/A,Others,Nepal Reinsurance Company Limited,A,NRIC,www.nepalre.com.np,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
nepsereport@icfcbank.com,ICFC Finance Limited,2882,Non-Convertible Debentures,Nepal Rastra Bank,Finance,12% ICFC Finance Limited Debenture 2083,A,ICFCD83,www.icfc.com.np,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@goodwill.net.np,Goodwill Finance Limited,2883,Non-Convertible Debentures,Nepal Rastra Bank,Finance,12 % Goodwill Finance Limited Debenture 2083,A,GWFD83,https://goodwillfinance.com.np/,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@kumaribank.com,Kumari Bank Limited,2885,Non-Convertible Debentures,Nepal Rastra Bank,Commercial Banks,10.25% KBL Debenture 2086,A,KBLD86,http://www.kumaribank.com,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
cs@adbl.gov.np,Agricultural Development Bank Limited,2886,Non-Convertible Debentures,Nepal Rastra Bank,Commercial Banks,10.35% Agricultural Bank Debenture 2083,A,ADBLD83,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
deepit.shrestha@nicasialaghubitta.com,NIC ASIA Laghubitta Bittiya Sanstha Limited,2887,Equity,Nepal Rastra Bank,Microfinance,NIC ASIA Laghubitta Bittiya Sanstha Limited,A,NICLBSL,www.nicasialaghubitta.com,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
pramesh.kayastha@ctznbank.com,Citizens Bank International Limited,2889,Non-Convertible Debentures,Nepal Rastra Bank,Commercial Banks,10.25% Citizens Bank Debenture 2086,A,CIZBD86,www.ctznbank.com,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
cs@nsbl.com.np,Nepal SBI Bank Limited,2890,Non-Convertible Debentures,Nepal Rastra Bank,Commercial Banks,10% Nepal SBI Bank Debenture 2086,A,SBIBD86,https://nsbl.statebank,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
company.affairs@nabilbank.com,Nabil Bank Limited,2892,Non-Convertible Debentures,Nepal Rastra Bank,Commercial Banks,10% Nabil Debenture 2082,A,NBLD82,www.nabilbank.com,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@ajodinsurance.com,Ajod Insurance Ltd,2893,Equity,Nepal Insurance Board,Non Life Insurance,Ajod Insurance Limited,D,AIL,www.ajodinsurance.com,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
nica.nots@nicasiabank.com,NIC Asia Bank Ltd.,2895,Non-Convertible Debentures,Nepal Rastra Bank,Commercial Banks,9% NIC Asia Debenture 2081/82,D,NICAD8182,www.nicasiabank.com,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
rupesh.jha@sampadalaghubitta.com.np,Sampada Laghubitta Bittiya Sanstha Limited,2896,Equity,Nepal Rastra Bank,Microfinance,Sampada Laghubitta Bittiya Sanstha Limited,A,SMPDA,https://www.sampadalaghubitta.com.np/,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
nrninvestmentltd@gmail.com,NRN Infrastructure and Development Limited,2898,Equity,Nepal Rastra Bank,Investment,NRN Infrastructure and Development Limited,A,NRN,www.nrinl.com,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@relifeinsurance.com,Reliance Life Insurance Limited,2900,Equity,Nepal Insurance Board,Life Insurance,Reliance Life Insurance Limited,D,RLI,www.relifeinsurance.com,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@laxmicapital.com.np,Laxmi Capital Market Limited,2902,Mutual Funds,Nepal Rastra Bank,Mutual Fund,Laxmi Unnati Kosh,A,LUK,www.laxmicapital.com.np,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
liberty@libertyenergy.com.np,Liberty Energy Company Limited,2903,Equity,Nepal Hydropower Board,Hydro Power,Liberty Energy Company Limited,A,LEC,www.libertyenergy.com.np,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
amit.bhandari@prabhubank.com,Prabhu  Bank Limited,2904,Non-Convertible Debentures,Nepal Rastra Bank,Commercial Banks,10% Prabhu Bank Debenture 2084 ,A,PBLD84,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
ram@generalinsurance.com.np,General Insurance Company Nepal Ltd,2905,Equity,Nepal Insurance Board,Non Life Insurance,General Insurance Company Nepal Ltd,D,GIC,www.gicnepal.com,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
shivashreehydropowerltd@gmail.com,Shiva Shree Hydropower Limited,2907,Equity,Nepal Hydropower Board,Hydro Power,Shiva Shree Hydropower Ltd,A,SSHL,www.shivashreehdyro.com,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@sgic.com.np,Sanima GIC Insurance Limited,2908,Equity,Nepal Insurance Board,Non Life Insurance,Sanima GIC Insurance Limited,A,SGIC,www.sgic.com.np,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
laxman.ghimire@sbl.com.np,Siddhartha Bank Limited,2912,Non-Convertible Debentures,Nepal Rastra Bank,Commercial Banks,8.5% SBL Debenture 2084,A,SBLD84,www.siddharthabank.com,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
rajendra.sharma@mountainenergy.com.np,Mountain Energy Nepal Limited,2913,Equity,Nepal Hydropower Board,Hydro Power,Mountain Energy Nepal Limited,A,MEN,www.mountainenergy.com.np,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
unitedidimardi7mw@gmail.com,United Idi Mardi & RB Hydropower Ltd,2914,Equity,Nepal Hydropower Board,Hydro Power,United IDI Mardi RB Hydropower Limited.,A,UMRH,www.idimardihydro.com.np,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
kishor.lamichhane@pmlil.com,Prabhu Mahalaxmi Life Insurance Limited,2915,Equity,Nepal Insurance Board,Life Insurance,Prabhu Mahalaxmi Life Insurance Limited,A,PMLI,www.pmlil.com,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
jhalak.sharma@chandragirihills.com,Chandragiri Hills Limited,2917,Equity,Ministry of Tourism,Hotels And Tourism,Chandragiri Hills Limited,A,CGH,www.chandragirihills.com,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
iswor.gautam@nifrabank.com,Nepal Infrastructure Bank Limited,2919,Equity,Nepal Rastra Bank,Investment,Nepal Infrastructure Bank Limited,A,NIFRA,https://www.nifrabank.com,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
RUDRA@sanimabank.com,Sanima Bank Limited,2922,Non-Convertible Debentures,Nepal Rastra Bank,Commercial Banks,8.5% Sanima Debenture 2087,A,SBD87,www.sanimabank.com,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
RUDRA@sanimabank.com,Sanima Bank Limited,2923,Mutual Funds,Nepal Rastra Bank,Commercial Banks,Sanima Large Cap Fund,A,SLCF,www.sanimabank.com,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
nepalgreenlife@gmail.com,Greenlife Hydropower Limited,2924,Equity,Nepal Hydropower Board,Hydro Power,GreenLife Hydropower Limited,A,GLH,www.greenlifehydropower.com.np,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
mlbsl.nepal@gmail.com,Mahila Laghubitta Bittiya Sanstha Ltd,2925,Equity,Nepal Rastra Bank,Microfinance,Mahila Lagubitta Bittiya Sanstha Limited ,A,MLBSL,www.mlbsl.com.np,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@jyotilife.com,Jyoti Life Insurance Company Limited,2929,Equity,Nepal Insurance Board,Life Insurance,Jyoti Life Insurance Company Limited,D,JLI,www.jyotilife.com,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@nimb.com.np,Nepal Investment Mega Bank Limited,2931,Non-Convertible Debentures,Nepal Rastra Bank,Commercial Banks,8.5% Nepal Investment Bank Debenture 2084,A,NIBD84,http://www.nimb.com.np,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@manjushreefinance.com.np,Manjushree Finance Ltd.,2932,Non-Convertible Debentures,Nepal Rastra Bank,Finance,9.5% Manjushree Finance Limited Debenture 2085,A,MFLD85,manjushreefinance.com.np,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@kumaribank.com,Kumari Bank Limited,2933,Mutual Funds,Nepal Rastra Bank,Commercial Banks,Kumari Equity Fund,A,KEF,http://www.kumaribank.com,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
shehydro@gmail.com,Singati Hydro Energy Ltd,2934,Equity,Nepal Hydropower Board,Hydro Power,Singati Hydro Energy Limited,A,SHEL,www.singatihydro.com,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
contact@ruruhydro.com,Ru Ru Jalbidhyut Pariyojana Limited,2935,Equity,Nepal Hydropower Board,Hydro Power,Ru Ru Jalbidhyut Pariyojana Limited,A,RURU,www.ruruhydro.com,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
corporate@nccbank.com.np,Nepal Credit And Commercial Bank Limited,2936,Non-Convertible Debentures,Nepal Rastra Bank,Commercial Banks,9.5% NCC Debenture 2086,A,NCCD86,http://www.nccbank.com.np,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@sunrisebank.com.np,Sunrise Bank Limited,2937,Mutual Funds,Nepal Rastra Bank,Commercial Banks,Sunrise Bluechip Fund,A,SBCF,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
chf@chf.com.np,CEDB Hydropower Development Company Limited,3946,Equity,Nepal Rastra Bank,Investment,CEDB Holdings Limited,A,CHDC,www.chdc.com.np,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
amit.bhandari@prabhubank.com,Prabhu  Bank Limited,4947,Mutual Funds,Nepal Rastra Bank,Commercial Banks,Prabhu Select Fund,A,PSF,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
pranay.tuladhar@kamanasewabank.com,Kamana Sewa Bikas Bank Limited,4948,Non-Convertible Debentures,Nepal Rastra Bank,Development Banks,9% Kamana Sewa Bikas Bank Limited Debenture 2087,A,KSBBLD87,https://www.kamanasewabank.com/,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@nimb.com.np,Nepal Investment Mega Bank Limited,4949,Mutual Funds,Nepal Rastra Bank,Commercial Banks,NIBL Samriddhi Fund -2,A,NIBSF2,http://www.nimb.com.np,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@jeevanbikasmf.com,Jeevan Bikas Laghubitta Bittiya Sanstha Ltd,4951,Equity,Nepal Rastra Bank,Microfinance,Jeevan Bikas Laghubitta  Bittya Sanstha Ltd,A,JBLB,www.jeevanbikasmf.com,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
manakamanalbs@gmail.com,Manakamana Smart Laghubitta Bittiya Sanstha Limited,4955,Equity,Nepal Rastra Bank,Microfinance,Manakamana Smart Laghubitta Bittiya Sanstha Limited,D,MKLB,www.manakamanalbs.com,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
kapil@unionlife.com.np,UnionLife Insurance Co. Ltd.,4956,Equity,Nepal Insurance Board,Life Insurance,Union Life Insurance Company Limited,D,ULI,www.unionlife.com.np,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
nbl.bodoffice@nepalbank.com.np,Nepal Bank Limited,4959,Non-Convertible Debentures,Nepal Rastra Bank,Commercial Banks,8.5% Nepal Bank Debenture 2087,A,NBLD87,www.nepalbank.com.np,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
cs@adbl.gov.np,Agricultural Development Bank Limited,4960,Non-Convertible Debentures,Nepal Rastra Bank,Commercial Banks,4% Agricultural Bond,A,ADBLB,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
deepak.gautam@bok.com.np,Bank of Kathmandu Ltd.,4961,Non-Convertible Debentures,Nepal Rastra Bank,Commercial Banks,8.5% BOK Debenture 2086,A,BOKD86,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
amit.bhandari@prabhubank.com,Prabhu  Bank Limited,4962,Non-Convertible Debentures,Nepal Rastra Bank,Commercial Banks,8.5% Prabhu Bank Debenture 2087,A,PBLD87,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
pramod.dahal@nmb.com.np,NMB Bank Limited,4963,Non-Convertible Debentures,Nepal Rastra Bank,Commercial Banks,NMB Debenture 8.50% - 2087/88,A,NMBD87/88,http://www.nmb.com.np,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
pramod.dahal@nmb.com.np,NMB Bank Limited,4964,Non-Convertible Debentures,Nepal Rastra Bank,Commercial Banks,NMB Energy Bond 4% - 2092/93,A,NMBEB92/93,http://www.nmb.com.np,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
samajlbsl@gmail.com,Samaj Laghubitta Bittiya Sanstha Ltd,4965,Equity,Nepal Rastra Bank,Microfinance,Samaj Laghubittya Bittiya Sanstha Limited,A,SAMAJ,www.samajlaghubitta.org.np,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@nicasiacapital.com,NIC ASIA Capital Ltd,4967,Mutual Funds,Nepal Rastra Bank,Mutual Fund,NIC Asia Select Fund 30,A,NICSF,www.nicasiacapital.com,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
rbbmbl@rbbmbl.com.np,RBB Merchant Banking Limited,4968,Mutual Funds,Nepal Rastra Bank,Mutual Fund,RBB Mutual Fund 1,A,RMF1,www.rbbmbl.com.np,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@muktinathbank.com.np,Muktinath Bikas Bank Ltd.,4969,Non-Convertible Debentures,Nepal Rastra Bank,Development Banks,Muktinath Debenture 2084/85,A,MND84/85,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@sanimareliancelife.com,Sanima Reliance Life Insurance Limited,5982,Equity,Nepal Insurance Board,Life Insurance,Sanima Reliance Life Insurance Limited,A,SRLI,www.sanimareliancelife.com,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
piyush.aryal@laxmisunrise.com,Laxmi Sunrise Bank Limited,5984,Non-Convertible Debentures,Nepal Rastra Bank,Commercial Banks,8.5% Laxmi Bank Debenture 2088,A,LBLD88,www.laxmisunrise.com,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
CS@pcbl.com.np,Prime Commercial Bank Ltd.,6984,Non-Convertible Debentures,Nepal Rastra Bank,Commercial Banks,8.75 % Prime Debenture 2085,A,PBD85,www.primebank.com.np,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@shangrilabank.com,SHANGRI-LA DEVELOPMENT BANK LIMITED,6985,Non-Convertible Debentures,Nepal Rastra Bank,Development Banks,Shangri-la Development Bank Debenture 2087,A,SDBD87,www.shangrilabank.com,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
machbank@mbl.com.np,Machhapuchhre Bank Limited,7985,Non-Convertible Debentures,Nepal Rastra Bank,Commercial Banks,8.5% Machhapuchchhre Debenture 2087,A,MBLD87,http://www.machbank.com,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
nica.nots@nicasiabank.com,NIC Asia Bank Ltd.,7986,Non-Convertible Debentures,Nepal Rastra Bank,Commercial Banks,NIC ASIA Rinpatra 2088,A,NICD88,www.nicasiabank.com,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info.rbb@rbb.com.np,Rastriya Banijya Bank,8003,Non-Convertible Debentures,Nepal Rastra Bank,Commercial Banks,8.5% RBBL Debenture 2083,A,RBBD83,www.rbb.com.np,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
nlisting@gibl.com.np,Global IME Bank Limited,8004,Non-Convertible Debentures,Nepal Rastra Bank,Commercial Banks,Global IME Bank Limited Debenture 2086/87,A,GBILD86/87,http://www.globalimebank.com,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
mailung.mkjc@gmail.com,Mailung Khola Jal Vidhyut Company Limited,8005,Equity,Nepal Hydropower Board,Hydro Power,Mailung Khola Jal Vidhyut Company Limited,A,MKJC,www.mailunhkhola.com.np,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@manushilbs.com.np,Manushi Laghubitta Bittiya Sanstha Limited,8018,Equity,Nepal Rastra Bank,Microfinance,Manushi Laghubitta Bittiya Sanstha Limited,A,MLBS,https://www.manushilbs.com,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
krishna.oasti@jbbl.com.np,Jyoti Bikas Bank Limited,8020,Non-Convertible Debentures,Nepal Rastra Bank,Development Banks,Jyoti Bikash Bank Bond 2087,A,JBBD87,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
surja@sahasurja.com,Sahas Urja Limited,8021,Equity,Nepal Hydropower Board,Hydro Power,Sahas Urja Limited,A,SAHAS,www.sahasurja.com,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
terathumpc@gmail.com,Terhathum Power Company Limited,8022,Equity,Nepal Hydropower Board,Hydro Power,Terhathum Power Company Limited,A,TPC,www.terhathumpc.com,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
nepse@megabank.com.np,Mega  Bank Nepal Ltd.,8023,Mutual Funds,Nepal Rastra Bank,Commercial Banks,Mega Mutual Fund -1,A,MMF1,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
company.affairs@nabilbank.com,Nabil Bank Limited,8024,Mutual Funds,Nepal Rastra Bank,Commercial Banks,Nabil Balanced Fund-3,A,NBF3,www.nabilbank.com,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@urjadeveloper.com,Samling power company limited,8025,Equity,Nepal Hydropower Board,Hydro Power,Samling Power Company Limited,A,SPC,spcl.com.np,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
nhl@nhl.com.np,Nyadi hydropower limited,8026,Equity,Nepal Hydropower Board,Hydro Power,Nyadi Hydropower Limited,A,NYADI,www.nhl.com.np,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
company.affairs@nabilbank.com,Nabil Bank Limited,8027,Non-Convertible Debentures,Nepal Rastra Bank,Commercial Banks,Nabil Debenture 2085,A,NBLD85,www.nabilbank.com,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
cs@adbl.gov.np,Agricultural Development Bank Limited,8029,Non-Convertible Debentures,Nepal Rastra Bank,Commercial Banks,Agricultural Bond (8 Year),A,ADBLB86,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
cs@adbl.gov.np,Agricultural Development Bank Limited,8030,Non-Convertible Debentures,Nepal Rastra Bank,Commercial Banks,Agricultural Bond (9 Year),A,ADBLB87,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
admin@mbjcl.com.np,Madhya Bhotekoshi Jalavidyut Company Limited,8031,Equity,Nepal Hydropower Board,Hydro Power,Madhya Bhotekoshi Jalavidyut Company Limited,A,MBJC,www.mbjcl.com.np,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
lowertadi@gmail.com,Buddha bhumi nepal hydro power company limited,8032,Equity,Nepal Hydropower Board,Hydro Power,Buddha Bhumi Nepal Hydropower Company Limited,A,BNHC,buddhabhuminepalhydro.com.np,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@garimabank.com.np,Garima Bikas Bank Limited,8033,Non-Convertible Debentures,Nepal Rastra Bank,Development Banks,"Garima Debenture, 2085",A,GBBD85,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
mail@emergingnep.com,Emerging nepal limited,8034,Equity,Nepal Rastra Bank,Investment,Emerging Nepal Limited,A,ENL,https://www.emergingnep.com,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@rulbsl.com.np,Rastra Utthan Laghubitta Sanstha Limited,8036,Equity,Nepal Rastra Bank,Microfinance,Rastra Utthan Laghubitta Sanstha Limited,D,RULB,www.rulbsl.com.np,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@jalpamf.com.np,Jalpa Samudayik Laghubitta Sanstha Limited,8038,Equity,Nepal Rastra Bank,Microfinance,Jalpa Samudayik Laghubitta Bittiya Sanstha Limited,D,JALPA,www.jalpamf.com.np,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
nesdosmfi@gmail.com,NESDO Sambridha Laghubitta Bittiya Sanstha Limited,8041,Equity,Nepal Rastra Bank,Microfinance,NESDO Sambridha Laghubitta Bittiya Sanstha Limited,A,NESDO,https://slbs.nesdonepal.org,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
hirakaji.basnet@civilbank.com.np,Civil Bank Ltd,8043,Non-Convertible Debentures,Nepal Rastra Bank,Commercial Banks,Civil Bank Debenture 2088,A,CBLD88,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
sharedept@ebl.com.np,Everest Bank Limited,8044,Non-Convertible Debentures,Nepal Rastra Bank,Commercial Banks,Everest Bank Limited,A,EBLD86,www.everestbankltd.com,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
frontdesk@trivenihydro.com,Green Ventures Limited,8045,Equity,Nepal Hydropower Board,Hydro Power,Green Ventures Limited,A,GVL,www.greenventuresnepal.com,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info.balephi@gmail.com,Balephi Hydropower Limited,8055,Equity,Nepal Hydropower Board,Hydro Power,Balephi Hydropower Limited,A,BHL,www.balephihydro.com,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
upakar.banke1@gmail.com,Upakar Laghubitta Bittiya  Sanstha  Limited,8063,Equity,Nepal Rastra Bank,Microfinance,Upakar Laghubitta Bittiya Sanstha Limited,A,ULBSL,www.ulbsl.com.np,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@cycnlbsl.org.np,CYC Nepal laghubitta Bittiya Sanstha Limited,8065,Equity,Nepal Rastra Bank,Microfinance,CYC Nepal Laghubitta Bittiya Sanstha Limited,A,CYCL,www.cycnlbsl.org.np,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
riverfallshydropower@gmail.com,River Falls power Limited,8066,Equity,Nepal Hydropower Board,Hydro Power,River Falls Power Limited,A,RFPL,www.riverfallshydro.com.np,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
welcome@centurybank.com.np,Century Commercial Bank Ltd.,8068,Non-Convertible Debentures,Nepal Rastra Bank,Commercial Banks,Century Debenture 2088,A,CCBD88,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@dordikhola.com.np,Dordi Khola Jal Bidyut Company limited,8070,Equity,Nepal Hydropower Board,Hydro Power,Dordi Khola Jal Bidyut Company Limited,A,DORDI,www.dordikhola.com.np,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
adarshalbbs@gmail.com,Adarsha Laghubitta Bittiya Sanstha Limited,8071,Equity,Nepal Rastra Bank,Microfinance,Adarsha Laghubitta Bittiya Sanstha Limited,D,ADLB,www.adarshamicrofinance.com,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
